college,rank,UNITID,OPEID,OPEID6,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,REGION,CCBASIC,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ENDOWBEGIN
University of North Carolina at Chapel Hill,42,199120,297400,2974,Chapel Hill,NC,27599,Southern Association of Colleges and Schools Commission on Colleges,35.911769,-79.050969,5,15,1,0.25,640,730,640,760,590,700,685,700,645,28,33,28,35,26,32,8,9,31,32,29,9,1393,19261,NULL,0.5684,0.0845,0.0937,0.1226,0.004,0.0005,0.0525,0.0437,0.0302,12469,NULL,24220,NULL,12795,0.2286,0.9074,20.31968268,0.619639794,0.02186964,0.199371352,81233.05682,58193,68800,61915,3513938218
Williams College,43,168342,222900,2229,Williamstown,MA,1267,New England Commission on Higher Education,42.712725,-73.203132,1,21,2,0.1512,NULL,NULL,NULL,NULL,670,780,NULL,NULL,725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1917,NULL,0.4554,0.0673,0.1315,0.1419,0.0005,0.0005,0.0647,0.0866,0.0516,NULL,23497,75520,NULL,13189,0.2051,0.9597,19.37977528,0.512359551,PrivacySuppressed,0.215496368,97611.59326,52356,89800,71608,2744103362
Middlebury College,44,230959,369100,3691,Middlebury,VT,5753,New England Commission on Higher Education,44.009117,-73.176068,1,21,2,0.2204,670,750,670,770,650,760,710,720,705,31,34,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,1444,2571,NULL,0.6013,0.0436,0.1062,0.0809,0.0008,0.0004,0.0552,0.1004,0.0113,NULL,26525,74248,NULL,12050,0.1419,0.9362,20.79035251,0.53432282,0.020408163,0.215725807,94718.95176,57882,71900,65933,1015378322
Northeastern University,45,167358,219900,2199,Boston,MA,02115-5005,New England Commission on Higher Education,42.339992,-71.088782,1,15,2,0.2048,690,750,720,790,640,730,720,755,685,33,35,33,35,30,35,7,9,34,34,33,8,1492,15130,NULL,0.4492,0.041,0.0909,0.1738,0.0005,0.0001,0.0541,0.1603,0.0303,NULL,29714,73196,NULL,13374,0.109,0.8983,21.60087719,0.541089566,0.04455217,0.185158151,105958.1464,80224.5,74200,79786,982499466
University of Texas - Austin,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston University,47,164988,213000,2130,Boston,MA,2215,New England Commission on Higher Education,42.351118,-71.107942,1,15,2,0.2009,640,720,670,780,600,690,680,725,645,30,34,30,35,27,33,8,9,32,33,30,9,1419,16359,NULL,0.3488,0.0413,0.1189,0.1885,0.0002,0.0007,0.0452,0.2135,0.0428,NULL,30395,74911,NULL,14614,0.1593,0.8903,19.95540186,0.654662533,0.008585738,0.169382716,105821.886,81244,75900,75642,2292537000
University of California - Berkeley,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest University,49,199847,297800,2978,Winston-Salem,NC,27106,Southern Association of Colleges and Schools Commission on Colleges,36.133609,-80.277446,5,16,2,0.3198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5438,NULL,0.6876,0.0627,0.0807,0.0357,0.0006,0.0002,0.0408,0.0916,0.0002,NULL,32845,74135,NULL,11942,0.0923,0.8866,19.47279793,0.507772021,PrivacySuppressed,0.119680851,129394.4158,94263,79600,74968,1375398000
New York University,50,193900,278500,2785,New York,NY,10012-1091,Middle States Commission on Higher Education,40.729452,-73.997264,2,15,2,0.2109,670,740,700,800,630,730,705,750,680,31,34,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,1458,27276,NULL,0.2289,0.0847,0.1656,0.1946,0.0016,0.001,0.0396,0.2371,0.047,NULL,38569,73759,NULL,15475,0.1831,0.8778,20.59637046,0.611389237,0.019868586,0.214884345,89356.55585,51965.5,78600,76040,4219660090
Haverford College,51,212911,327400,3274,Haverford,PA,19041-1392,Middle States Commission on Higher Education,40.007452,-75.305207,2,21,2,0.1823,670,750,690,770,670,770,710,730,720,32,35,33,35,29,35,NULL,NULL,34,34,32,NULL,1459,1306,NULL,0.5115,0.0574,0.1263,0.1126,0,0,0.0613,0.1156,0.0153,NULL,25789,76384,NULL,10369,0.1526,0.9256,19.31835206,0.471910112,PrivacySuppressed,0.162055336,95317.09363,65396,75100,69192,526881390
University of Georgia,52,139959,159800,1598,Athens,GA,30602,Southern Association of Colleges and Schools Commission on Colleges,33.956262,-83.374039,5,15,1,0.4838,630,720,620,740,560,660,675,680,610,29,33,31,35,27,32,6,8,31,33,30,7,1384,29705,NULL,0.6861,0.0708,0.0686,0.1086,0.0006,0.0008,0.0425,0.0118,0.0102,14257,NULL,27329,NULL,11603,0.196,0.8718,20.45400788,0.574375821,0.017871222,0.181505908,83743.2887,64178.5,59100,59769,1343986962
University of Wisconsin,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colgate University,54,190099,270100,2701,Hamilton,NY,13346-1398,Middle States Commission on Higher Education,42.819475,-75.536346,2,21,2,0.2747,650,720,650,750,NULL,NULL,685,700,NULL,30,33,31,35,27,32,NULL,NULL,32,33,30,NULL,1404,3032,NULL,0.6501,0.0416,0.0923,0.0528,0.0007,0.0016,0.0416,0.093,0.0264,NULL,27775,75000,NULL,12086,0.1121,0.9087,19.33924612,0.576496674,PrivacySuppressed,0.180751174,112062.6563,76732,81100,76267,949230415
Babson College,55,164580,212100,2121,Wellesley,MA,02457-0310,New England Commission on Higher Education,42.297017,-71.264057,1,29,2,0.2697,620,700,650,750,590,660,660,700,625,27,32,27,34,26,31,NULL,NULL,30,31,29,NULL,1361,2435,NULL,0.352,0.0427,0.1355,0.1175,0.0004,0.0004,0.0267,0.2661,0.0587,NULL,37092,72378,NULL,17640,0.1203,0.9465,19.44071146,0.482213439,PrivacySuppressed,0.148760331,119186.6957,91204,113300,106595,459323624
Bates College,56,160977,203600,2036,Lewiston,ME,4240,New England Commission on Higher Education,44.105299,-70.203333,1,21,2,0.141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1876,NULL,0.6748,0.0565,0.0709,0.049,0.0016,0.0005,0.0629,0.0794,0.0043,NULL,26392,73538,NULL,11132,0.1121,0.9246,19.42140468,0.491638796,PrivacySuppressed,0.150877193,123832.0301,86734,74300,64706,329722788
University of Miami,57,135726,153600,1536,Coral Gables,FL,33146,Southern Association of Colleges and Schools Commission on Colleges,25.72126,-80.278662,5,15,2,0.3309,620,700,630,720,580,680,660,675,630,28,32,29,34,26,30,8,9,30,32,28,9,1354,11221,NULL,0.4242,0.0946,0.2349,0.0468,0.0012,0.0005,0.0346,0.1268,0.0364,NULL,46098,69563,NULL,12854,0.1483,0.8289,20.85662432,0.574410163,0.02631579,0.200959233,95429.35572,54690.5,72900,67362,997413188
Hamilton College,58,191515,272800,2728,Clinton,NY,13323,Middle States Commission on Higher Education,43.050245,-75.408195,2,21,2,0.1841,680,750,700,760,NULL,NULL,715,730,NULL,32,34,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,1462,1901,NULL,0.6523,0.0379,0.1015,0.0726,0.0005,0,0.0526,0.0552,0.0274,NULL,22107,72190,NULL,11577,0.1789,0.906,19.34851936,0.54214123,PrivacySuppressed,0.132850242,110967.2301,83853,74300,74340,969362000
University of Illinois Urbana-Champaign,59,145637,177500,1775,Champaign,IL,61820-5711,Higher Learning Commission,40.104718,-88.229114,3,15,1,0.633,590,690,610,770,590,690,640,690,640,27,33,26,34,26,33,8,9,30,30,30,9,1352,33001,NULL,0.4194,0.0642,0.1394,0.2014,0.0003,0.0004,0.0352,0.1304,0.0093,14321,NULL,30302,NULL,12731,0.243,0.862,19.85283105,0.494837172,0.006013843,0.2493021,86138.03007,62485,70900,71539,1772257725
Tulane University,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida State University,61,134097,148900,1489,Tallahassee,FL,32306-1037,Southern Association of Colleges and Schools Commission on Colleges,30.440756,-84.291921,5,15,1,0.3245,620,680,600,670,560,640,650,635,600,27,31,26,33,25,29,NULL,NULL,29,30,27,NULL,1308,32384,NULL,0.5904,0.0859,0.2239,0.0298,0.0015,0.001,0.043,0.0149,0.0096,9946,NULL,22278,NULL,11160,0.2624,0.8416,20.6220056,0.584465415,0.02250337,0.27636404,66692.64316,43729,53900,53449,704105609
Lehigh University,62,213543,328900,3289,Bethlehem,PA,18015,Middle States Commission on Higher Education,40.606822,-75.380236,2,16,2,0.4954,610,693,650,740,NULL,NULL,652,695,NULL,29,33,29,34,27,32,NULL,NULL,31,32,30,NULL,1366,5191,NULL,0.6145,0.0462,0.0959,0.0805,0.0006,0.0004,0.0383,0.0927,0.0308,NULL,34384,71310,NULL,13904,0.1707,0.8805,20.05882353,0.447535771,0.019872814,0.168765743,117290.4992,90738,94100,95033,1411641000
William & Mary,63,231624,370500,3705,Williamsburg,VA,23187-8795,Southern Association of Colleges and Schools Commission on Colleges,37.269489,-76.708214,5,16,1,0.4216,660,740,640,750,620,720,700,695,670,30,34,31,35,27,32,NULL,NULL,32,33,30,NULL,1411,6217,NULL,0.5929,0.0703,0.0878,0.0904,0.0013,0.0008,0.0614,0.0479,0.0471,19593,NULL,39595,NULL,11669,0.1168,0.9125,19.84904087,0.607172644,0.012510425,0.131669535,114454.0884,96498,74500,64723,995873958
Penn State,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Western Reserve University,65,201645,302400,3024,Cleveland,OH,44106,Higher Learning Commission,41.507419,-81.609596,3,15,2,0.3027,640,730,700,790,620,720,685,745,670,31,34,29,34,31,34,8,9,33,32,33,9,1445,5360,NULL,0.4235,0.0442,0.0953,0.2334,0.0017,0.0007,0.0532,0.1396,0.0084,NULL,34214,69526,NULL,12102,0.1378,0.8549,19.65690759,0.472095151,PrivacySuppressed,0.108512629,109857.6917,94000,89300,78330,1866500000
University of California - Irvine,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby College,67,161086,203900,2039,Waterville,ME,04901-8840,New England Commission on Higher Education,44.564211,-69.66337,1,21,2,0.1027,680,740,700,780,630,730,710,740,680,31,34,32,35,27,32,NULL,NULL,33,34,30,NULL,1456,2155,NULL,0.607,0.0469,0.0784,0.0923,0.0019,0.0005,0.0561,0.0863,0.0306,NULL,19597,73600,NULL,11579,0.1583,0.9042,19.41389728,0.567975831,PrivacySuppressed,0.108974359,121521.3686,94859,71000,71127,869927000
Virginia Tech,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villanova University,69,216597,338800,3388,Villanova,PA,19085-1699,Middle States Commission on Higher Education,40.039388,-75.345457,2,16,2,0.3066,650,710,670,750,590,690,680,710,640,30,33,31,35,27,32,NULL,NULL,32,33,30,NULL,1406,6980,NULL,0.7245,0.0499,0.0913,0.064,0.0004,0.0007,0.0322,0.0245,0.0125,NULL,43577,73042,NULL,11333,0.0992,0.922,20.66336634,0.579468473,0.024491923,0.12574204,139368.1866,110409,87600,90613,743061000
University of Washington,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wesleyan University,71,130697,142400,1424,Middletown,CT,6459,New England Commission on Higher Education,41.554665,-72.657146,1,21,2,0.209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2838,NULL,0.5462,0.0574,0.1152,0.0786,0.0004,0.0007,0.068,0.1142,0.0194,NULL,28813,75693,NULL,12413,0.1617,0.9093,19.82110092,0.558103976,PrivacySuppressed,0.196013289,94846.42661,60146,63400,68102,1080015000
University of Rochester,72,195030,289400,2894,Rochester,NY,14627-0011,Middle States Commission on Higher Education,43.126397,-77.631202,2,15,2,0.3543,650,720,680,790,NULL,NULL,685,735,NULL,30,34,31,35,28,34,NULL,NULL,32,33,31,NULL,1429,6299,NULL,0.4236,0.0533,0.0775,0.1154,0.001,0.001,0.0357,0.2719,0.0206,NULL,31340,75190,NULL,12851,0.1646,0.8582,20.78617083,0.549099361,0.018012783,0.186765615,83523.66705,62874,74300,68335,2318529000
Grinnell College,73,153384,186800,1868,Grinnell,IA,50112-1690,Higher Learning Commission,41.747952,-92.722094,4,21,2,0.1925,670,750,683,788,NULL,NULL,710,736,NULL,30,34,30,35,27,33,NULL,NULL,32,33,30,NULL,1448,1490,NULL,0.5081,0.047,0.0906,0.0779,0,0,0.0463,0.1906,0.0396,NULL,25182,70346,NULL,11346,0.1875,0.8667,19.44418605,0.534883721,PrivacySuppressed,0.175609756,90298.83488,74915.5,61000,59488,2069953000
Vassar College,74,197133,289500,2895,Poughkeepsie,NY,12604,Middle States Commission on Higher Education,41.686895,-73.895088,2,21,2,0.2454,680,750,680,770,660,750,715,725,705,32,34,34,35,28,32,8,10,33,35,30,9,1456,2421,NULL,0.5812,0.0417,0.0793,0.1152,0.0017,0,0.0884,0.0843,0.0083,NULL,27499,75203,NULL,11788,0.2267,0.8761,19.44520548,0.567123288,PrivacySuppressed,0.141843972,94583.09863,71194.5,61500,62332,1124863945
Texas A&M University,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - San Diego,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carleton College,77,173258,234000,2340,Northfield,MN,55057,Higher Learning Commission,44.462318,-93.154666,4,21,2,0.2118,660,750,670,770,660,750,705,720,705,30,34,32,35,27,34,NULL,NULL,32,34,31,NULL,1438,1918,NULL,0.5563,0.0589,0.0892,0.098,0.0005,0,0.0777,0.0996,0.0198,NULL,28928,74275,NULL,12689,0.139,0.9379,19.38329238,0.45945946,PrivacySuppressed,0.156812339,98790.64128,78779,67900,67132,892352800
The Cooper Union for the Advancement of Science and Art,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purdue University,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Ohio State University,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Richmond,81,233374,374400,3744,University of Richmond,VA,23173,Southern Association of Colleges and Schools Commission on Colleges,37.577393,-77.538806,5,21,2,0.309,630,710,650,750,610,700,670,700,655,30,33,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,1394,3304,NULL,0.5981,0.0687,0.105,0.0678,0.0009,0.0003,0.0451,0.0802,0.0339,NULL,27050,69606,NULL,12012,0.1918,0.8796,20.75151515,0.549090909,0.04,0.122629583,102442.9249,73024,78900,69310,2513209000
Southern Methodist University,82,228246,361300,3613,Dallas,TX,75275-0221,Southern Association of Colleges and Schools Commission on Colleges,32.843612,-96.783365,6,16,2,0.5267,630,710,620,740,600,690,670,680,645,29,33,29,35,26,31,8,9,31,32,29,9,1388,6793,NULL,0.6379,0.0459,0.1259,0.0805,0.0024,0.0003,0.0425,0.0577,0.0069,NULL,38208,76346,NULL,13370,0.1073,0.8103,20.53496821,0.509536785,0.025431426,0.156824782,107171.9955,67697,77900,72514,1633431000
North Carolina State University,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macalester College,84,173902,235800,2358,Saint Paul,MN,55105-1899,Higher Learning Commission,44.938565,-93.168053,4,21,2,0.3869,640,720,640,730,630,720,680,685,675,29,33,30,35,26,31,8,10,31,33,29,9,1390,2049,NULL,0.532,0.0478,0.1059,0.0854,0.0034,0.001,0.0771,0.1435,0.0039,NULL,27764,71053,NULL,10960,0.1864,0.9259,19.27042802,0.593385214,PrivacySuppressed,0.128256513,106341.6868,88991.5,55800,57134,749564000
University of California - Davis,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smith College,86,167835,220900,2209,Northampton,MA,1063,New England Commission on Higher Education,42.318111,-72.638097,1,21,2,0.3652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2183,NULL,0.4654,0.0715,0.1351,0.1017,0.0009,0.0014,0.0522,0.1452,0.0266,NULL,29615,75169,NULL,12062,0.213,0.8653,20.5224647,PrivacySuppressed,0.014120668,0.185082873,86589.69063,70695,51100,56419,1913252543
Kenyon College,87,203535,306500,3065,Gambier,OH,43022,Higher Learning Commission,40.374408,-82.397977,3,21,2,0.3689,660,730,620,730,620,720,695,675,670,30,33,30,35,27,31,8,10,32,33,29,9,1399,1610,NULL,0.6826,0.0354,0.072,0.0453,0,0.0012,0.0547,0.0913,0.0174,NULL,36374,74550,NULL,9129,0.0937,0.8901,19.40449438,0.528089888,PrivacySuppressed,PrivacySuppressed,137787.5449,109673.5,54500,61998,422019041
College of the Holy Cross,88,166124,214100,2141,Worcester,MA,01610-2395,New England Commission on Higher Education,42.23752,-71.808214,1,21,2,0.3794,640,710,650,720,NULL,NULL,675,685,NULL,29,32,29,35,26,30,NULL,NULL,31,32,28,NULL,1371,2962,NULL,0.7215,0.0429,0.1097,0.0415,0.0003,0.0003,0.03,0.0297,0.024,NULL,35761,71448,NULL,11598,0.1745,0.9276,19.3666275,0.526439483,PrivacySuppressed,0.166253102,133630.9683,106778,88600,84653,785852380
University of California - Santa Barbara,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Pittsburgh,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pitzer College,91,121257,117200,1172,Claremont,CA,91711-6101,Western Association of Schools and Colleges Senior Colleges and University Commission,34.104107,-117.706675,8,21,2,0.1657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,922,NULL,0.4523,0.0618,0.1594,0.1247,0.0076,0.0033,0.0803,0.0835,0.0271,NULL,29195,75850,NULL,11889,0.1426,0.8321,20.4537037,0.583333333,PrivacySuppressed,0.23,93983.41667,71480.5,51500,62194,144364639
University of Minnesota Twin Cities,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lafayette College,93,213385,328400,3284,Easton,PA,18042-1768,Middle States Commission on Higher Education,40.69956,-75.209786,2,21,2,0.3557,620,710,630,730,590,690,665,680,640,28,33,30,35,26,31,8,9,31,33,29,9,1360,2489,NULL,0.6669,0.0498,0.0751,0.0434,0,0,0.0374,0.09,0.0374,NULL,32926,74016,NULL,11671,0.1165,0.9009,19.32403434,0.579399142,PrivacySuppressed,0.148401827,141097.9356,111341,80500,84939,861784000
Bucknell University,94,211291,323800,3238,Lewisburg,PA,17837,Middle States Commission on Higher Education,40.954317,-76.882616,2,21,2,0.3753,620,700,630,730,590,690,660,680,640,28,32,29,34,26,30,9,10,30,32,28,10,1353,3684,NULL,0.7503,0.0396,0.067,0.048,0.0003,0.0003,0.0423,0.0513,0.0008,NULL,43895,75400,NULL,11606,0.0957,0.8785,19.53587116,0.518301611,PrivacySuppressed,0.12006079,143224.7496,107136,82400,88154,866835000
George Washington University,95,131469,144400,1444,Washington,DC,20052,Middle States Commission on Higher Education,38.89923,-77.048363,2,15,2,0.4304,640,720,630,730,600,690,680,680,645,30,33,30,35,26,31,8,10,32,33,29,9,1385,11106,NULL,0.4971,0.0828,0.1184,0.118,0.001,0.0014,0.0459,0.1041,0.0312,NULL,32563,74023,NULL,14724,0.1404,0.8521,21.26228956,0.634680135,0.055892256,0.160658033,105591.8458,71358.5,82400,80606,1778559000
Colorado School of Mines,96,126775,134800,1348,Golden,CO,80401,Higher Learning Commission,39.751443,-105.223364,7,16,1,0.5497,620,700,650,740,560,650,660,695,605,28,33,26,34,27,33,8,9,31,30,30,9,1372,5173,NULL,0.6973,0.0095,0.1187,0.0495,0.0041,0.0002,0.0539,0.0421,0.0247,27114,NULL,36107,NULL,12364,0.1519,0.8417,20.82373173,0.283748925,0.035253654,0.154464286,107141.6165,95766,95600,90060,258775574
University of South Florida,97,137351,153700,1537,Tampa,FL,33620-9951,Southern Association of Colleges and Schools Commission on Colleges,28.061458,-82.413232,5,15,1,0.4924,590,660,570,660,510,600,625,615,555,25,30,24,31,23,28,7,8,28,28,26,8,1256,37002,NULL,0.476,0.0903,0.2216,0.0715,0.0017,0.001,0.0413,0.0605,0.0361,8346,NULL,21134,NULL,10465,0.3433,0.7366,22.94578354,0.605735746,0.071628542,0.357541899,48536.83633,32495,48500,50262,513544652
Brigham Young University,98,230038,367000,3670,Provo,UT,84602,Northwest Commission on Colleges and Universities,40.250851,-111.649281,7,16,2,0.6925,610,700,590,710,550,660,655,650,605,26,32,26,34,25,31,NULL,NULL,29,30,28,NULL,1335,33376,NULL,0.8101,0.0038,0.073,0.0184,0.0022,0.0068,0.0449,0.0293,0.0115,NULL,13474,18936,NULL,11728,0.3522,0.7545,21.39929915,0.47952785,0.225746957,0.137956889,59069.90834,46790,71500,70785,1878296000
Trinity University,99,229267,364700,3647,San Antonio,TX,78212-7200,Southern Association of Colleges and Schools Commission on Colleges,29.462682,-98.48186,6,20,2,0.3362,630,710,620,710,NULL,NULL,670,665,NULL,28,32,27,34,26,30,NULL,NULL,30,31,28,NULL,1355,2491,NULL,0.5648,0.0418,0.214,0.0807,0.0028,0.0008,0.0486,0.0369,0.0096,NULL,23953,60664,NULL,11126,0.1527,0.7917,19.5152027,0.540540541,PrivacySuppressed,0.173684211,106897.3311,84259,68000,65315,1287117082
