rank,REGION,CONTROL,CCBASIC,college,ACCREDAGENCY,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,ENDOWBEGIN,SAT_AVG,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID
287,Southeast,Public,Doctoral Universities: Very High Research Activity,Virginia Commonwealth University,Southern Association of Colleges and Schools Commission on Colleges,1.2673110126175655,1.071243335199093,-0.8434409710214189,1.5528705475031241,-0.16022672893964676,0.8297131235994514,-0.11077539517335416,-0.29999663817469463,1.3433625599010484,-0.6323950007914723,-0.27005465261287753,1.0096722785479761,NA,-0.6725160043087715,NA,-0.03436061379077364,0.2970447713138842,-0.43042698210655117,-0.12429620577329686,0.5369019503913551,-0.6110127510537875,0.17419689094943058,-0.4352989358222636,-0.4796473111091252,0.277981520291711,-0.6855400062351001,-0.41705744665445244,-0.7315259964272517,-0.583683081881352,-0.5040457058361926,-0.23226260162753343,-0.7047503662701641,NA
288,Plains,"Private, Nonprofit",Doctoral/Professional Universities,Maryville University,Higher Learning Commission,1.4482839100717715,-0.350040375381153,0.3244905011220513,0.8349416781743602,-0.4844935840656108,-0.6139999382250013,-0.007956626383877036,-0.5688327294106736,-0.4575964232001782,-0.6496261033377776,0.7325480621113095,NA,-0.01613407756589864,0.05677210760871367,NA,-0.5424332618221904,0.7292676512341375,0.167145838386244,0.9875456325213007,1.180214578298108,0.6303777012617788,0.3751255107093799,-0.35519296122816935,-0.3415517882527892,-0.31438578103682074,NA,NA,NA,NA,NA,NA,NA,NA
289,Mid East,"Private, Nonprofit",Doctoral Universities: High Research Activity,Clarkson University,Middle States Commission on Higher Education,0.7353603746461105,-0.5825180083385166,1.124946954670449,-0.6009160604831686,-0.7154657853424846,-0.5194335804635744,-0.07364639533270965,-0.46801919519718155,-0.2583932851144896,-0.571128858404609,-0.10460866008413379,NA,0.27598688867624777,1.1656903196223458,NA,0.35651848144886605,-0.22593592746696256,0.2460169240874334,-0.8364573169729234,-2.443665971864776,NA,-1.0731485462891015,0.8282139208911986,1.1795733594329887,-0.27011517094618426,0.08860773790040083,-0.07106808508013117,0.3155938648126937,-0.4591907354148711,0.028216299054443523,-0.23226260162753343,0.674566834647039,NA
290,Southeast,"Private, Nonprofit",Master's Colleges & Universities: Small Programs,Bob Jones University,Transnational Association of Christian Colleges and Schools,NA,-0.6238015941602981,0.8959407836619258,-0.6526473146878774,-0.43377027711853255,-0.6593917899504863,-0.010812703294695853,-0.29999663817469463,-0.9901599148170195,-0.07334145151134487,0.431436355708996,NA,-1.7873137532625687,-0.8434697320300626,NA,-1.7270004301606316,0.7984592557120157,-0.5128508194159026,-0.7534171034041878,-0.06518416771007371,NA,-1.1623038527740857,-0.8569169239556069,-0.47039719714710515,-0.3251653754558681,NA,NA,NA,-0.9945078252207391,NA,NA,NA,-1.4861930000870862
291,New England,Public,Doctoral Universities: High Research Activity,University of Vermont,New England Commission on Higher Education,0.4539875946881715,0.10864623325044048,1.2745998245620656,-0.80531760148714,-0.7507909455377713,-0.6240870163862202,-0.14504831810317986,-0.5688327294106736,-0.49418475468530487,-0.5079481490681562,0.08069085154805922,0.8056034828891941,NA,-0.5388924880066776,NA,0.1614298127296204,-1.0328717822868942,0.26662288341477125,-0.6366877646642166,0.32675108953314447,-0.8319092342099457,-1.4555551782357659,1.2018030971350304,1.2852405651501606,-0.1622919128898719,0.22569640092439577,0.3614186168877704,0.036361901815374936,0.16327099691753355,0.5604783039450796,0.46452520325506685,0.3987033944635984,0.8917158000522517
292,Mid East,"Private, Nonprofit",Doctoral Universities: High Research Activity,Fordham University,Middle States Commission on Higher Education,-0.3386652591963359,-0.02442840564580081,-0.1526944505608259,-0.4583396769433612,0.3026234469524417,0.5359269721539512,-0.14219224119236107,-0.2663921267701973,-0.08764773818389918,0.2885117019610665,-0.6042555575209398,NA,1.4048145472060474,1.2604629457220689,NA,1.467401080666729,-0.6752320604401985,0.782482416919848,-0.5211581229897226,0.4405193090613158,-0.7060449296334668,-0.8347703925593769,2.0862870595776677,1.4994537305864144,-0.11301966741945167,0.693410663006261,0.793905318855672,0.5948258278100125,0.6612403827834573,0.8266093063903976,1.161313008137667,0.674566834647039,0.8917158000522517
293,Mid East,Public,Master's Colleges & Universities: Small Programs,Fashion Institute of Technology,Middle States Commission on Higher Education,-0.06657314064630533,-0.15123438725890825,-0.9387714468598509,0.22426053097730922,0.8814126101521375,0.5888841325003504,-0.1193436259058106,-0.09836956974771045,-0.1201706995040117,0.6599376901814252,-0.41564712603817205,-1.0915498467826616,NA,-1.3386714196474039,NA,-0.3547130500150026,0.4848505548966971,0.770403061452098,-0.1272821936876963,2.510772848391029,-0.6751498423388698,0.17393977124220644,-0.4512745322795714,-0.679085694976752,-0.31807082256486385,NA,NA,NA,NA,NA,NA,NA,NA
294,Mid East,"Private, Nonprofit",Special Focus Four-Year: Other Health Professions Schools,Albany College of Pharmacy & Health Sciences,Middle States Commission on Higher Education,0.6172428658181901,-0.7781001155722925,-0.36838630930141203,0.0678050304557508,-0.5306880243209855,1.3731544595351186,-0.0279491647596087,-0.5688327294106736,0.440850383267928,-0.16141153119246085,0.4545987946630201,NA,0.31224025231830627,0.22728434794134153,NA,-0.2669933248714569,0.07059952029537321,0.1770935428890972,-0.3518383991352682,0.3421565347117395,NA,-0.42386619136055237,0.42607894650404005,0.7065686761485492,-0.31333005342041526,-0.08073708112924,-0.3305601062608721,0.036361901815374936,-0.33469838894839016,0.29434730149976157,NA,NA,NA
295,Southwest,"Private, Nonprofit",Master's Colleges & Universities: Larger Programs,University of Dallas,Southern Association of Colleges and Schools Commission on Colleges,-0.28593422846958594,-0.7098613034330356,0.06139969070760788,-0.7043785688925863,1.0707192378653396,-0.19538619453441772,-0.11363147208417297,-0.5688327294106736,-0.5551653071605156,-0.5424103541607669,-0.3527776488772494,NA,-0.6872793799358479,0.6061786357230496,NA,-0.6603285724151158,-0.14775840032961937,-0.20305087918420386,-0.8124401296447115,0.03511995368090762,NA,-0.9537679209138173,0.6982535194965696,0.6470038690796146,-0.3078128501392754,0.024095425889109085,0.3614186168877704,-0.17306207043261412,0.1010248236842931,0.028216299054443523,0.23226260162753343,-0.15302348590328282,-0.29723860001741725
296,Rocky Mountains,Public,Doctoral Universities: Very High Research Activity,Montana State University,Northwest Commission on Colleges and Universities,0.8526341869824025,0.4262880530115225,1.4146663896207672,-0.9100418478039897,-0.7263350654025729,-0.8623942379450164,0.25194637250063456,-0.2663921267701973,0.2782355766673659,-0.8047060262545253,-0.5877109582680654,0.793954295777174,NA,-1.158642673381367,NA,-0.7810309142126347,-0.38318957400759507,-0.8752314834483941,-0.06046898142526816,-0.671508244024113,-0.3988885209698172,-0.2597811100291197,-0.29077538258816105,-0.2714879960004177,-0.2833450415032971,-0.34685036817581844,-0.1575654254737115,-0.24287006118194382,-0.3969445621816306,-0.5040457058361926,-0.6967878048826003,-0.42888692608672346,NA
297,Plains,"Private, Nonprofit",Doctoral/Professional Universities,University of Mary,Higher Learning Commission,0.4691741315374757,-0.644219506453934,1.103644055041749,-0.7472776577452717,-1.1674466811744848,-0.8800466247271493,0.37190160275502454,0.5065116355332423,-0.9047871413517244,-1.0497705958019785,3.746974045985021,NA,-1.1571334430224545,-0.7602738863441775,NA,-0.8269960501878527,-0.6276066703450355,-0.9583658710793779,0.41200008009030825,0.7809740560084995,0.19715990758478763,-0.8117307430732055,0.10289175037846972,0.6518723501122567,-0.31313849332079197,-0.8468207862633295,-0.8495441486223541,-1.0107579594245704,-0.9198124173408505,-1.0363077107268286,-0.9290504065101337,-0.9806138064536047,NA
298,Rocky Mountains,Public,Master's Colleges & Universities: Small Programs,Montana Technological University,Northwest Commission on Colleges and Universities,1.548683792575504,-0.7122792140993872,1.240515185156146,-0.8595723315067129,-0.9500610799727213,-0.847263620703188,0.4918568330094145,-0.5688327294106736,-1.6487498815492967,-0.23607964222645048,1.4770550284906565,0.03696515469429201,NA,-1.2051950658081978,NA,-0.7417324773483263,0.27098559560143637,-1.042210809031994,1.0942180013605936,-1.5757950122517699,0.6130412850330165,0.7946921890840164,-1.1029304748187383,-1.0185669941137716,-0.3182129027573066,-0.4516828751941675,-0.5035547870480328,0.00843870551564306,-1.0194062945140352,-0.7701767082815106,-0.9290504065101337,-0.15302348590328282,-1.4861930000870862
299,Southwest,"Private, Nonprofit",Baccalaureate Colleges: Diverse Fields,Oral Roberts University,Higher Learning Commission,0.7522343044786705,-0.5634433797484094,-0.8269312238091765,1.0734101426789937,0.04447804552534741,-0.5799560494308876,0.7089186782316441,-0.5688327294106736,-0.0632555171938147,1.2036747038648368,0.8913762149389034,NA,-1.0546555234133144,-0.08273790720889093,NA,-0.8740138228647931,1.0680369354959571,-1.1722415178907115,1.0249036580720503,0.3664540534207342,0.6381709855614427,0.5116349794385452,-0.9180904322474589,-0.7898542221237793,-0.3163967362729715,-0.9274611762774442,-1.0225388294095146,-1.0107579594245704,NA,-1.0363077107268286,-0.9290504065101337,-0.9806138064536047,NA
300,Mid East,Public,Master's Colleges & Universities: Larger Programs,The University of Baltimore,Middle States Commission on Higher Education,0.8171989343340265,-0.6730553299563498,-1.585314450590892,5.063025405978735,-0.4455453305169615,-0.37191006235574814,-0.030805241670427516,0.7081387039602265,0.042444107096550686,-0.574957992303788,0.09723545080093361,0.32653066290736477,NA,-1.0385581036649478,NA,0.4045888908275291,1.2567413113447163,-2.73758387644675,2.5072314708170564,0.40926723394315473,0.5533674741189194,1.4195747770519633,-1.5653811812635399,-1.4248946545598515,-0.3146184348189455,-1.854825661439763,-1.7318170206368733,-1.778645857667197,-1.2932894567402933,-0.5040457058361926,-0.46452520325506685,-0.42888692608672346,NA
301,Southwest,"Private, Nonprofit",Master's Colleges & Universities: Medium Programs,LeTourneau University,Southern Association of Colleges and Schools Commission on Colleges,-0.18764358719492336,-0.6871150327199499,0.41982097696048337,0.16243537351314496,-0.6022441180498994,-0.8333938882315121,0.13199114224624459,0.23767554429726317,0.3595429799676471,-0.39498869904237704,1.5697047843067529,NA,-0.49056889057117675,-0.052177169082531,NA,-1.3733144983818553,-0.4011614193265245,-1.1040286870140066,2.486857891898821,-0.4514094823861095,2.268147450729703,0.8278078664792655,-0.8212576357702192,-0.7820646524715519,-0.32318075367415405,-0.16944151014476613,-0.07106808508013117,-0.10325407968328444,-0.6459292551145924,-0.23791470339087453,-0.46452520325506685,-0.42888692608672346,NA
302,Plains,Public,Doctoral Universities: High Research Activity,University of North Dakota,Higher Learning Commission,1.1048994379791752,-0.013682136017571365,1.1276098171240367,-0.6816672865588117,-0.7299581587559354,-0.7199142589177996,0.21767344957080884,-0.4008101723881868,0.19286280320207083,-0.24948161087357681,-0.5976377178197901,0.2766055752844212,NA,-1.1073320279878316,NA,-0.39646763918333033,-0.708479974280218,-0.7849915926010878,0.1816260689534676,-0.8159889607804812,0.21511919382226113,-0.6847917421985671,0.2891636653464331,0.6855283711640002,-0.2515713831524247,-0.6855400062351001,-1.109036169803095,-0.7315259964272517,NA,-0.7701767082815106,-0.9290504065101337,-0.42888692608672346,NA
303,Great Lakes,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Kalamazoo College,Higher Learning Commission,0.5809639166781858,-0.7098613034330356,0.017196173978055788,-0.198421668012385,0.31802159370423333,-0.1865600011433511,-0.13362401045990463,-0.33360114957919207,0.4611772340929983,-0.18438633458753456,-0.12446217918758304,NA,-0.613332988391577,0.8886324561589735,NA,-0.651205721000187,-0.01836111403332719,0.48547238247753144,-0.9006588875737774,0.1580809000651181,NA,-1.2343809539442672,0.6562407562989976,0.7794265531674807,-0.2586996419316641,NA,NA,NA,NA,NA,NA,NA,NA
304,Far West,"Private, Nonprofit",Master's Colleges & Universities: Medium Programs,Whitworth University,Northwest Commission on Colleges and Universities,1.2846067906959395,-0.628010549764688,0.31383905130770134,-0.6513855767804455,0.01911639205180835,-0.41730191408123307,0.04059668110004269,4.841493606713403,2.0222793774583963,-0.3700993286977139,-0.7465391110956595,NA,-0.38233231392142086,0.7194446779923356,NA,-0.9687511260198225,0.5046195847475193,0.3469150697592252,0.3620673726243003,0.7417745291574643,0.28053568613498203,-0.16797263361423007,-0.009059546005349183,0.029511135669891598,-0.2836001537664405,-0.6210276942238083,-0.5900521274416131,-0.5221020241792625,NA,-0.5040457058361926,-0.46452520325506685,-0.42888692608672346,NA
305,Great Lakes,"Private, Nonprofit",Master's Colleges & Universities: Medium Programs,Milwaukee School of Engineering,Higher Learning Commission,-0.019747985360951247,-0.6161001009267336,0.747353058751744,-0.693022927725699,-0.4546030639003682,-0.36686652327513875,-0.09649501061926012,-0.5688327294106736,-0.5470345668304875,-0.43710917193334553,1.169325482387193,NA,-0.39070854234413477,0.40186808308053096,NA,-0.24699322753872843,-0.1279893704787969,-0.18670822178665955,-0.1722707123086131,-2.508494341761593,-0.48718614217771006,-0.2313700508029208,-0.07836481002246885,0.24952414372764084,-0.30886700655705224,0.3708491029498022,0.18842393610060978,0.4552098463113531,NA,0.29434730149976157,0,0.674566834647039,NA
306,Far West,"Private, Nonprofit",Master's Colleges & Universities: Small Programs,Vanguard University of Southern California,Western Association of Schools and Colleges Senior Colleges and University Commission,-0.445814713633092,-0.6606075676369839,-1.255119506346044,-0.33468936201503274,2.9456700482305513,-0.3580403298840722,-0.05365385695697798,2.1195281829491157,-0.8397412187114995,-1.011479256810189,1.139545203732019,NA,-0.7951233208782891,0.11740304231847433,NA,-0.7105042551972239,1.771634679732045,-0.6776984940346048,0.10304286106609362,0.8693658949504943,-0.09784351702981264,1.012786374903786,-0.816408625798347,-0.828823237693754,-0.3275896300751524,-1.596776413394596,-1.4550255313774163,-1.4296059039205486,NA,-1.5685697156174647,NA,NA,NA
307,Mid East,"Private, Nonprofit",Master's Colleges & Universities: Small Programs,Concordia College,NA,1.4651578399043317,-0.774607577943118,-0.9510206141463532,0.8854111944716372,1.028147890963328,-0.25590866350173097,-0.03366131858124633,-0.09836956974771045,-1.819495428479887,0.24064752822132954,1.619338582065376,NA,0.016847321848537242,-0.050558381990765545,NA,-1.2280506335441437,1.5766401580216605,-1.7556033319508602,1.9056457709700938,1.1769259718803569,0.7914469541294086,1.4138527394017493,-0.9971857098565496,-0.95557308301315,-0.3257694166983163,-1.5725842963903616,-1.7145175525581573,-1.1503739409232299,-1.6418680268464398,-1.5685697156174647,-2.322626016275334,-1.2564772466370453,NA
308,Great Lakes,Public,Doctoral Universities: High Research Activity,Miami University,Higher Learning Commission,1.3242605258024553,0.6310044894292934,0.9108528134020157,-0.511332669055502,-0.6792348518088573,-0.6720006376520099,-0.11363147208417297,-0.3672056609836894,-0.17708588181420842,0.5910132799962039,-0.7796283096014082,1.8970907110457982,NA,-0.5831393351816,NA,0.1554648714198593,-1.3078410156665146,0.6702154661019385,-0.32030224188791967,-0.21977873008471438,-0.5596429942665028,-0.3058541400122247,0.7730903475480414,0.7331971506662179,-0.1646834195824087,0.25795255693004165,0.27492127649419007,0.245785874063364,NA,0.028216299054443523,0.23226260162753343,0.3987033944635984,NA
309,Far West,Proprietary,Special Focus Four-Year: Other Health Professions Schools,Stanbridge University - Orange County,Accrediting Commission of Career Schools and Colleges,-1.0781652341082795,-0.7042195118782151,-2.1439829933535464,-0.5151178827777978,2.135908683753982,1.6946800759239704,0.03488452727840508,9.915774828792506,0.6319227810235888,-1.0593434305499259,2.7178999724562343,NA,-0.2099652384102619,NA,0.7071067811865475,-1.4634903758294204,1.343904761141524,-0.4886921084804027,2.3882018807931304,1.8533530447679012,1.6165102393204667,1.594939349929212,-1.5514316975466924,-1.5027480164644507,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,Southeast,"Private, Nonprofit",Doctoral/Professional Universities,Regent University,Southern Association of Colleges and Schools Commission on Colleges,-0.42683154257146216,-0.4603687435643086,-0.4365555881132515,2.492865288539907,-0.28160035627729807,-0.7993499994373983,-0.005100549473058245,0.4729071241287448,0.15220910155193024,-0.959785949171273,0.7954175392722321,NA,-0.33050440055587876,-0.763119027293341,NA,-0.6347144126732005,2.0430095440478797,-0.800623699676999,5.115665428671435,0.8077661385732129,4.1386307840877805,1.6310701883405232,-1.626855792779572,-1.4549310658003698,-0.3100194404299436,-1.1129340733099078,-0.7630468082287737,-1.4994138946698783,NA,-0.5040457058361926,-0.46452520325506685,-0.9806138064536047,NA
311,Southwest,"Private, Nonprofit",Doctoral/Professional Universities,Oklahoma City University,Higher Learning Commission,0.5290765824430638,-0.7031448849153922,0.252060642384472,-0.30314591432923466,-0.10044568860916167,-0.6001302057533254,0.5803952172447976,-0.5688327294106736,1.790553278052595,-0.06376861676339748,-0.7928639890037077,NA,-0.5893822102453795,-0.03682321878790714,NA,-0.9655932159146549,-0.2528936954453567,-0.1170742902666911,1.0551005961185833,1.1685383364927426,0.816029639688539,0.0921804541928595,0.07918554149563622,0.11064543044431462,-0.29199130206617746,-0.2823380561645267,-0.2440627658672918,-0.6337948093781901,-0.6832769590545368,-0.23791470339087453,0,-0.7047503662701641,-0.29723860001741725
312,Mid East,Public,Doctoral Universities: Very High Research Activity,New Jersey Institute of Technology,Middle States Commission on Higher Education,0.23082987265256527,-0.09499557620450749,-1.3019858855291837,0.0501406997517039,0.72561959595754,1.9153349107006334,-0.10220716444089774,-0.4008101723881868,-0.4006812408899814,0.5067723342142668,-0.11453541963585835,0.6127678319455746,NA,-0.6956695651364471,NA,0.8417840009429609,1.0033382923478111,-0.15331235666994023,0.21412893171831254,-3.273671879233602,-0.46731488095012197,0.8629027417595029,-0.9061725274256115,-1.011581782197372,-0.29145542880784936,0.4111692979568595,0.27492127649419007,0.6646338185593421,-0.14795986924866875,0.29434730149976157,0.23226260162753343,0.9504302748304797,NA
313,Southeast,"Private, Nonprofit",Doctoral/Professional Universities,Loyola University New Orleans,Southern Association of Colleges and Schools Commission on Colleges,0.4991253569902698,-0.5577120359466871,-0.7001789710184123,1.3686568130180634,0.6305133954317685,-0.5887822428219541,-0.06222208768943441,0.06965298727477641,0.14407836122190218,-0.5787871262029669,0.9509367722492513,NA,-0.9096420688450804,0.4279648931659619,NA,-0.5736614839732926,0.8613607143282688,-0.9434443143250988,-0.6474549933183271,0.7109070625214923,-0.8274296280471203,-0.6686903649128033,0.2371623146486158,-0.019385347744905475,-0.2647825517490981,-0.7097321232393345,-0.41705744665445244,-0.8711419779259111,NA,-0.7701767082815106,-0.46452520325506685,-0.9806138064536047,NA
314,Southwest,"Private, Nonprofit",Master's Colleges & Universities: Larger Programs,Abilene Christian University,Southern Association of Colleges and Schools Commission on Colleges,0.11988378400348311,-0.5276224809876445,0.17323991375828232,0.13846235327193843,0.6803309290405058,-0.8409591968524261,-0.056509933867796805,-0.3672056609836894,-0.11203995917398336,-0.43710917193334553,-0.7697015500496837,NA,0.08346451352293353,0.28865109496554103,NA,-0.6224336511531041,-0.025549852160899174,-0.43895358596613904,-0.7189094849121215,0.4215599643135694,-0.8190574039815859,-0.14493327782868506,0.00961607988160001,0.19266875218991578,-0.19851822792915624,-0.7903725132534491,-0.8495441486223541,-0.9409499686752407,-0.8949139480475543,-0.7701767082815106,-0.6967878048826003,-0.9806138064536047,-1.4861930000870862
315,Far West,"Private, Nonprofit",Doctoral/Professional Universities,Seattle Pacific University,Northwest Commission on Colleges and Universities,1.2681547091091934,-0.5980105470525474,-0.6437262870023577,-0.14290520008538046,0.23831353993025334,0.8171042758979278,-0.036517395492065126,1.5482514890726606,1.7702264272275248,-0.03505011251955529,-0.1277710990381579,NA,-0.09152013337032353,0.7427454012828989,NA,-0.5480473242313774,0.5899858500124342,-0.4737705517261237,-0.33221443737533274,1.1938483960871846,-0.5522833057705648,-0.30518662938109303,0.07470888102924798,-0.007700993266564356,-0.2940283071788963,-1.1209981123113193,-1.109036169803095,-1.1503739409232299,NA,-0.7701767082815106,-0.6967878048826003,-0.9806138064536047,NA
316,Southeast,Public,Doctoral Universities: Very High Research Activity,George Mason University,Southern Association of Colleges and Schools Commission on Colleges,1.2082522582036053,1.5351239741509974,-1.1379535583881948,0.4803933261859896,0.2971888069223977,1.7577243144315886,-0.12505577972744822,0.002443964465781633,0.286366316997394,-0.07525601846093427,0.15679600811128133,0.8143403732232093,NA,-0.9798893351270241,NA,0.519677170215861,0.3410757923452614,-0.040334855530398464,0.41160213636714726,-0.08007845172054674,-0.09178619065044923,0.41568677243573987,-0.6404533131192383,-0.7706554730080992,-0.30021920847041506,-0.32265825117158403,-0.1575654254737115,-0.3126780519312735,NA,0.028216299054443523,0.23226260162753343,0.1228399542801578,NA
317,Mid East,"Private, Nonprofit",Doctoral Universities: High Research Activity,Seton Hall University,Middle States Commission on Higher Education,0.7454847325456463,-0.31789111874336656,-0.3667885918292591,0.04761722393683998,0.5046109014024136,0.39849053220734404,-0.10506324135171655,-0.2663921267701973,-0.08764773818389918,-0.5462394880599458,0.42812743585842106,NA,0.68328099573071,0.7335232202752654,NA,-0.06523795704130173,0.015785392072638477,-0.04104540585203072,-0.4805738881133403,-0.22373444981567195,-0.8024399686267698,0.20385175207429698,0.20655118484229773,0.041047318986369694,-0.25018687328731604,-0.03235284712077119,0.015429255313449143,-0.03344608893395475,NA,0.29434730149976157,0.23226260162753343,0.1228399542801578,NA
318,Mid East,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Hobart and William Smith Colleges,Middle States Commission on Higher Education,0.05407545765649873,-0.6769956288200338,0.6823792148842094,-0.11010001449215039,-0.5125725575541719,-0.6493047117892675,-0.07364639533270965,-0.3672056609836894,-0.652734191120853,-0.08674342015847121,0.431436355708996,NA,1.0929309170290604,1.4069877046039903,NA,-0.5476964453308031,-0.46496147020872397,0.32915131171841716,-0.9131310962189157,-0.4955261583289683,NA,-1.355415022699148,1.9370393076015813,2.0898946433017174,-0.2677542631918589,0.24988851792863018,0.27492127649419007,0.17597788331403433,NA,0.29434730149976157,0.23226260162753343,0.1228399542801578,NA
319,Far West,"Private, Nonprofit",Doctoral/Professional Universities,University of the Pacific,Western Association of Schools and Colleges Senior Colleges and University Commission,0.4299422446767738,-0.5264583017779197,-1.9906021160269072,-0.49366833835145507,0.9149262236707425,3.6704865107527183,-0.07935854915434727,1.1786018636231894,0.4042620517828016,0.3057428045073718,-0.1906405761990806,NA,0.12652356275844706,0.9365093107517942,NA,0.2716057875099138,1.0482679056451347,-0.14620685345361686,-0.30578351752417,0.22242856446596343,-0.6589883178437329,0.9250924113333501,-0.5500233304785263,-0.7466305774774522,-0.1928359250220835,-0.21782574415323494,-0.2440627658672918,-0.10325407968328444,-0.27245221571514966,-0.23791470339087453,-0.23226260162753343,-0.15302348590328282,NA
320,Great Lakes,"Private, Nonprofit",Doctoral Universities: High Research Activity,Illinois Institute of Technology,Higher Learning Commission,0.004297364650446961,-0.5729359179200121,-1.0287761977911078,-0.35992412016367126,0.5317841015526341,1.088194501480685,-0.13362401045990463,-0.46801919519718155,-0.27465476577454573,1.7282660480523537,-0.021885663819761963,NA,-0.476564883676952,0.9328793033338959,NA,0.9312581205893775,0.3150166166328136,-0.026123849097751707,0.11974184525071704,-2.4412985944227876,-0.4573145057183175,0.6435391717037234,-0.7989500234802314,-0.9626429641648999,-0.2586389707420536,0.5079377659737971,0.10192659570702946,0.8042498000580015,NA,0.5604783039450796,0.46452520325506685,1.2262937150139204,NA
321,Southeast,"Private, Nonprofit",Master's Colleges & Universities: Small Programs,Columbia International University,Southern Association of Colleges and Schools Commission on Colleges,-0.41712903291773984,-0.7738016077210008,-0.1612156104123055,1.8468554799347623,-0.671988665102132,-0.8523071597837976,-0.036517395492065126,0.3384890785107554,-1.4292198926385378,-0.3260642888571559,2.5822342585826648,NA,-1.2029409422091708,-0.4274414494463409,NA,-1.8185798232104933,0.9386396491996654,-0.27623756231233443,0.36971398644858405,-0.12008887461925954,0.04872007463211496,-0.17677101315932026,-0.8006829795941408,-0.5291153118625368,-0.32831162671365266,-1.5564562183875386,-1.3685281909838358,-1.4994138946698783,-0.8326677748143139,-1.5685697156174647,-1.3935756097652006,-1.8082041270039266,NA
322,Mid East,"Private, Nonprofit",Doctoral/Professional Universities,D'Youville,Middle States Commission on Higher Education,0.9496592835196227,-0.7111150348896623,0.38626891004528124,0.2671596198299946,-0.6738002117788133,-0.0024708247011066544,0.066301373297412,-0.33360114957919207,-0.4575964232001782,-0.7376961830188936,0.9707902913527005,NA,-0.8117448991546119,-0.33860437601642457,NA,-0.7255920479219138,0.5109097306091444,-0.892995241489203,0.7472189698752522,1.711928971686277,0.08405456599536887,0.12206194079781706,-0.7389459731532485,-0.6447099854245311,-0.31504636120762436,-1.4838798673748355,-1.5415228717709966,-1.2201819316725595,-1.2061448142137567,-1.3024387131721467,-1.6258382113927339,-0.9806138064536047,NA
323,Great Lakes,"Private, Nonprofit",Master's Colleges & Universities: Larger Programs,Butler University,Higher Learning Commission,0.6383352781088901,-0.44487620485027785,1.2996307316257882,-0.511332669055502,-0.657496291688681,-0.5799560494308876,-0.09649501061926012,-0.5688327294106736,-0.4250734618800659,-0.919580043229894,-0.706832072888761,NA,1.5727317513676395,0.7814491290223821,NA,-0.28137935979499834,-1.1622690685831862,0.7242172905459965,-0.7873106060986502,0.3231410912771745,NA,-1.3097225274521094,1.8032395486418138,1.9791049488458525,-0.2645565909954614,0.13699197190886964,0.10192659570702946,-0.03344608893395475,-0.27245221571514966,0.29434730149976157,0.23226260162753343,0.3987033944635984,NA
324,Southeast,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Wofford College,Southern Association of Colleges and Schools Commission on Colleges,-0.3188383916430777,-0.6816523456589333,1.1904533710287015,0.01481203834360991,-0.7453563055077271,-0.7816976126552653,-0.056509933867796805,-0.3672056609836894,-0.5023154950153329,-0.7223796474221776,-0.9020583440726786,NA,0.07521916366932456,0.8127947336174768,NA,-0.6217318933519557,-0.8333842992467776,0.5920549307223814,-0.881653351078546,-0.3903318993454983,NA,NA,1.442634816877178,1.2615331792520772,-0.2671688860994676,NA,NA,NA,-0.14795986924866875,NA,NA,NA,-0.29723860001741725
325,Southeast,Public,Doctoral Universities: High Research Activity,Florida A&M University,Southern Association of Colleges and Schools Commission on Colleges,-1.1633785797627074,-0.20595081011597652,-2.939646294485487,10.199560427134095,-0.7381101188010016,-0.9304820155332438,-0.13648008737072345,-0.5688327294106736,-0.6283419701307686,-0.992333587314294,-0.9020583440726786,-0.5221958266826761,NA,-1.0978645762087185,NA,-0.6434863851875551,3.081782203482001,-1.2027951817209017,-0.42631185234270375,0.7532583014014401,-0.8395332847861167,1.084740405383791,-1.6519107380979963,-1.425677844986842,-0.3037744103265596,-1.1855104243226111,-1.0225388294095146,-1.1503739409232299,-1.5796218536131994,-1.3024387131721467,-1.3935756097652006,-1.5323406868204859,-1.4861930000870862
